entrega_id,task_id,status,retry,duration_s
69,d67db673-a20f-41ee-b7ba-663b97eafe3a,PENDING_SYSTEM_CONFIRMATION,0,2.081632376000016
69,77904b2e-9a72-4811-bdd0-dc7b60d81ffe,ENTREGADA,1,0.783990958000004
70,59530eb4-e7e4-4ff2-8375-39045c2d6da7,PENDING_SYSTEM_CONFIRMATION,0,2.458251377000124
70,dcbcfd56-f26f-4d17-97fe-5b24e410cb79,ENTREGADA,1,1.1270417089999683
71,af08ecf1-2572-424e-b59c-dacaffafd69d,ENTREGADA,0,0.5808913749999647
72,90ec1d8e-d63a-499b-b6e3-33cf9de800c0,ENTREGADA,0,1.5066900419999456
73,c7102193-5178-4280-b89e-410f62eb7f79,ENTREGADA,0,1.539386334000028
74,bac62ea8-1cf3-47f8-8ec6-da4ad94c9205,ENTREGADA,0,1.9723004170000422
75,56a92029-fd1c-455b-a7a3-260dcb94e983,PENDING_SYSTEM_CONFIRMATION,0,2.277213209000138
75,9b8ea2c5-25bc-4d4b-8a52-f8dd39fe24cd,ENTREGADA,1,1.145710875000077
76,6d9a1ddf-01c9-43b8-a4a5-0aa317a57415,PENDING_SYSTEM_CONFIRMATION,0,1.2382742090001102
76,d92ae31a-3113-4c61-806b-8584b446662c,ENTREGADA,1,0.04858804200011946
77,946f4122-db9c-4afd-8feb-dbe25caea6ec,ENTREGADA,0,1.3778867510000055
78,aa6857f7-de48-4292-aae8-c2f554a7d6c4,PENDING_SYSTEM_CONFIRMATION,0,1.5709199180000724
78,259c6dcc-ba1d-4be8-bf0d-6c9943ee0b7c,ENTREGADA,1,0.44925545799992506
79,c4ce1bef-96c9-4c3c-939e-ad65ba7f1cd3,PENDING_SYSTEM_CONFIRMATION,0,1.2189146670000355
79,b5cbd6cf-bad5-43df-ac2b-c545235d7a9e,ENTREGADA,1,1.4838293759999033
80,eb974452-854b-47c1-8460-d3b9626ae82a,PENDING_SYSTEM_CONFIRMATION,0,1.5354172089998883
80,4c4fe849-16ac-47aa-a16c-01eb1e187210,ENTREGADA,1,0.20112020800002028
81,012955da-6a71-4aa8-80e1-d5b4192386b9,ENTREGADA,0,1.7079644180000741
82,9778a39b-ad8f-456a-ab8c-03b2ab8aa869,PENDING_SYSTEM_CONFIRMATION,0,2.4521890850001
82,3faaecce-d328-4041-9ffa-43d5a28bc46b,ENTREGADA,1,1.8370016250000845
83,4d77d5a6-e4ca-4620-8b75-fcb4e4ac101f,PENDING_SYSTEM_CONFIRMATION,0,1.2380029169999034
83,ffbb0aa6-5fc3-41e2-94f8-b50065a44868,ENTREGADA,1,1.8524433330001102
84,d1467c30-c905-49bb-897b-de102a6ec458,ENTREGADA,0,0.6024652499997956
85,2e65c7d6-8a72-4063-9b91-7aa9b42cc7ed,PENDING_SYSTEM_CONFIRMATION,0,1.5657892090000587
85,fe30e5e4-6427-47b0-8228-04685e0eb17d,ENTREGADA,1,0.5064332500001001
86,acc54cfb-7d0a-4757-9f8c-fcd2399d97fc,ENTREGADA,0,1.419014167000114
87,b99788c3-da6f-414b-8a84-80f1e791bb87,ENTREGADA,0,1.6507945419998578
88,aedad6a2-ee9d-4c26-8b1f-4fca5fd133a6,ENTREGADA,0,1.5889362499999606
89,43a77e32-a967-4d15-a13d-578b36c2b511,ENTREGADA,0,1.432513168000014
90,0c4c04cf-a005-4522-8687-751e8359ad5b,PENDING_SYSTEM_CONFIRMATION,0,2.7394529180000973
90,3eed4dc0-21ec-4e23-8bd1-8741d161ec5d,ENTREGADA,1,1.114363874999981
91,b104f33e-e334-41f3-852c-7913c4126d75,ENTREGADA,0,0.9651885840000887
92,3d56b55c-f031-4c03-98f3-043d5bb0bdd8,PENDING_SYSTEM_CONFIRMATION,0,2.1586768760000723
92,e65c7de9-cfb1-4215-a176-786f835f190f,ENTREGADA,1,1.9706355010000607
93,fc265f50-41da-45c9-a07e-df31c35f3f98,ENTREGADA,0,0.6775344170000608
94,ae70ea15-5336-4f50-acb4-a4410dbb841e,ENTREGADA,0,0.6745433339999636
95,ddc8e261-e422-476a-a39b-6625b0bb2281,PENDING_SYSTEM_CONFIRMATION,0,2.351629709000008
95,1f825bde-6d24-46d0-ba99-017bc3f0344c,ENTREGADA,1,1.6957301669999651
96,f731aa21-91a1-4c71-8bc4-4db8b53f28c4,ENTREGADA,0,0.8317747920000329
97,e7574b4f-738d-497c-8867-739ead758269,PENDING_SYSTEM_CONFIRMATION,0,1.093215416999783
97,cb39c93e-5af3-46ac-9d95-74ba7092cad1,ENTREGADA,1,1.6961975839999468
98,3de6ecc3-337b-4fb4-a874-d2037b65a6b3,ENTREGADA,0,1.7004245420000643
99,358db551-6fa8-43c6-81b7-ae428ae2e94c,ENTREGADA,0,1.5907752089999576
100,e1363323-ca01-45e6-8a1f-564742ed0890,ENTREGADA,0,0.6441238750001048
101,d48b8ce2-75d0-4b51-b0d0-b3324d5f060e,ENTREGADA,0,0.4312407910001639
